CustomerName,Age,MaritalStatus,IncomeRange,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HomeOwner,Cars
Usman Santoso,65,belum menikah,28562,laki-laki,5,2,S2,unskilled manual work,tidak memiliki rumah sendiri,3
Maya Putra,46,sudah menikah,23320,perempuan,1,0,S3,unskilled manual work,tidak memiliki rumah sendiri,1
Wati Setiawan,42,sudah menikah,23980,laki-laki,2,5,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,0
Maya Putra,29,sudah menikah,135531,perempuan,3,0,S3,clerical work,memiliki rumah sendiri,3
Taufik Santoso,24,belum menikah,100019,laki-laki,3,1,SMA,sales,memiliki rumah sendiri,2
Yusuf Hakim,53,belum menikah,84197,perempuan,5,2,S2,professional,memiliki rumah sendiri,1
Cahyadi Haryanto,55,sudah menikah,105357,perempuan,3,4,S1,clerical work,memiliki rumah sendiri,3
Yusuf Hidayat,62,sudah menikah,39338,perempuan,2,2,SMA,skilled manual work,memiliki rumah sendiri,2
Hadi Utomo,24,sudah menikah,53177,perempuan,3,1,S2,unskilled manual work,memiliki rumah sendiri,0
Wati Fauzan,53,belum menikah,148798,laki-laki,2,0,SMA,skilled manual work,tidak memiliki rumah sendiri,2
Lina Hidayat,55,belum menikah,38636,perempuan,4,0,SMA,clerical work,memiliki rumah sendiri,2
Agus Saputra,30,belum menikah,64364,perempuan,5,1,S2,clerical work,memiliki rumah sendiri,1
Eko Anggraini,55,sudah menikah,32424,laki-laki,0,1,S1,sales,memiliki rumah sendiri,1
Budi Susanto,67,belum menikah,71912,laki-laki,2,0,S1,unskilled manual work,tidak memiliki rumah sendiri,0
Dewi Wahyuni,47,belum menikah,86466,laki-laki,5,0,S2,clerical work,memiliki rumah sendiri,3
Lina Wahyuni,43,sudah menikah,94195,perempuan,0,0,S2,management,tidak memiliki rumah sendiri,3
Cahyadi Santoso,42,belum menikah,84318,laki-laki,3,2,S3,unskilled manual work,tidak memiliki rumah sendiri,1
Usman Anggraini,29,sudah menikah,85292,laki-laki,0,4,S1,sales,tidak memiliki rumah sendiri,2
Siti Anggraini,18,belum menikah,133559,laki-laki,1,1,Post-graduate,skilled manual work,memiliki rumah sendiri,2
Budi Pratama,25,sudah menikah,148054,laki-laki,5,1,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,2
Yusuf Mahendra,25,belum menikah,132636,laki-laki,0,0,Post-graduate,management,memiliki rumah sendiri,1
Fitri Wibowo,52,sudah menikah,132255,perempuan,0,3,S2,clerical work,tidak memiliki rumah sendiri,3
Siti Muliawan,25,sudah menikah,53145,laki-laki,5,1,S1,unskilled manual work,memiliki rumah sendiri,1
Putri Mahendra,43,belum menikah,79966,laki-laki,3,2,S1,unskilled manual work,tidak memiliki rumah sendiri,1
Agus Saputra,38,belum menikah,71168,laki-laki,5,1,Post-graduate,unskilled manual work,memiliki rumah sendiri,2
Zainab Sari,65,sudah menikah,70424,laki-laki,1,0,S2,management,tidak memiliki rumah sendiri,2
Indra Rachman,29,sudah menikah,130498,laki-laki,4,0,S1,clerical work,tidak memiliki rumah sendiri,0
Dewi Fauzan,62,sudah menikah,28433,laki-laki,3,1,S1,sales,tidak memiliki rumah sendiri,2
Wati Rachman,65,belum menikah,52480,perempuan,3,0,S1,unskilled manual work,memiliki rumah sendiri,0
Siti Setiawan,65,belum menikah,133699,perempuan,5,0,S2,sales,memiliki rumah sendiri,3
Agus Wijaya,54,sudah menikah,57282,laki-laki,4,0,S2,sales,tidak memiliki rumah sendiri,3
Nina Mahendra,64,sudah menikah,81691,laki-laki,5,1,Post-graduate,skilled manual work,memiliki rumah sendiri,2
Zainab Muliawan,29,sudah menikah,136155,perempuan,1,4,Post-graduate,management,tidak memiliki rumah sendiri,1
Zainab Wibowo,29,belum menikah,96260,laki-laki,5,0,SMA,management,tidak memiliki rumah sendiri,1
Kartini Muliawan,49,sudah menikah,141536,perempuan,5,1,Post-graduate,skilled manual work,memiliki rumah sendiri,3
Usman Saputra,37,sudah menikah,142701,laki-laki,5,1,S1,unskilled manual work,tidak memiliki rumah sendiri,2
Gita Pratama,34,belum menikah,40173,laki-laki,3,0,S2,skilled manual work,tidak memiliki rumah sendiri,2
Eko Putra,22,belum menikah,127880,laki-laki,1,0,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,0
Joko Hidayat,37,sudah menikah,79202,perempuan,1,0,S2,sales,memiliki rumah sendiri,1
Usman Rachman,18,belum menikah,113881,perempuan,3,1,S1,skilled manual work,tidak memiliki rumah sendiri,3
Zainab Pratama,49,belum menikah,113955,laki-laki,0,1,S3,skilled manual work,memiliki rumah sendiri,1
Agus Haryanto,66,sudah menikah,38471,laki-laki,1,0,S2,professional,tidak memiliki rumah sendiri,3
Joko Saputra,68,belum menikah,80503,laki-laki,1,2,S3,professional,tidak memiliki rumah sendiri,1
Joko Putra,49,sudah menikah,59528,perempuan,4,1,S3,clerical work,memiliki rumah sendiri,2
Yusuf Saputra,54,sudah menikah,53580,laki-laki,5,1,SMA,professional,memiliki rumah sendiri,2
Fitri Anggraini,31,sudah menikah,82782,perempuan,1,1,S1,professional,memiliki rumah sendiri,0
Kartini Wibowo,30,sudah menikah,39204,perempuan,4,1,S2,professional,memiliki rumah sendiri,2
Usman Utomo,23,belum menikah,43028,perempuan,5,1,S3,skilled manual work,memiliki rumah sendiri,2
Eko Muliawan,68,sudah menikah,102871,perempuan,2,3,S1,professional,memiliki rumah sendiri,3
Agus Purnomo,37,belum menikah,22066,perempuan,2,0,SMA,sales,memiliki rumah sendiri,3
Dewi Fauzan,65,belum menikah,147405,laki-laki,1,0,S3,management,memiliki rumah sendiri,2
Lina Utomo,19,sudah menikah,128173,perempuan,0,1,SMA,sales,tidak memiliki rumah sendiri,3
Yusuf Sari,49,sudah menikah,55468,laki-laki,1,1,S1,clerical work,tidak memiliki rumah sendiri,3
Dewi Muliawan,65,belum menikah,41357,perempuan,4,1,S3,skilled manual work,memiliki rumah sendiri,0
Agus Sari,20,sudah menikah,90010,perempuan,1,0,SMA,management,tidak memiliki rumah sendiri,1
Vina Sari,51,sudah menikah,143169,perempuan,3,0,Post-graduate,unskilled manual work,memiliki rumah sendiri,2
Cahyadi Utomo,32,belum menikah,42473,perempuan,0,1,SMA,professional,memiliki rumah sendiri,2
Cahyadi Saputra,27,sudah menikah,97378,perempuan,0,2,Post-graduate,professional,memiliki rumah sendiri,1
Usman Wahyuni,33,sudah menikah,24818,laki-laki,0,0,S2,sales,memiliki rumah sendiri,0
Siti Anggraini,68,sudah menikah,91492,perempuan,5,0,S3,skilled manual work,memiliki rumah sendiri,3
Putri Hakim,67,sudah menikah,102311,laki-laki,2,1,S1,management,memiliki rumah sendiri,2
Indra Hakim,34,belum menikah,79300,laki-laki,5,0,S3,clerical work,tidak memiliki rumah sendiri,1
Maya Wahyuni,54,sudah menikah,60952,laki-laki,2,0,S3,clerical work,memiliki rumah sendiri,3
Fitri Hakim,61,belum menikah,97345,perempuan,5,2,S1,professional,tidak memiliki rumah sendiri,2
Putri Wahyuni,21,sudah menikah,95882,laki-laki,2,1,SMA,management,memiliki rumah sendiri,0
Cahyadi Rachman,65,belum menikah,42691,laki-laki,1,2,S2,clerical work,tidak memiliki rumah sendiri,0
Dewi Saputra,66,belum menikah,138619,perempuan,0,0,S1,professional,tidak memiliki rumah sendiri,0
Usman Hakim,52,sudah menikah,47075,laki-laki,2,1,S3,management,memiliki rumah sendiri,2
Indra Pratama,64,sudah menikah,82404,perempuan,4,3,S2,professional,tidak memiliki rumah sendiri,1
Yusuf Setiawan,42,belum menikah,129364,perempuan,1,0,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,0
Agus Utomo,46,sudah menikah,89218,perempuan,0,1,SMA,clerical work,memiliki rumah sendiri,3
Indra Wibowo,49,sudah menikah,109277,laki-laki,5,0,S2,sales,tidak memiliki rumah sendiri,0
Cahyadi Wibowo,57,belum menikah,59741,perempuan,3,0,SMA,skilled manual work,memiliki rumah sendiri,3
Taufik Susanto,57,sudah menikah,97997,perempuan,5,1,S1,skilled manual work,memiliki rumah sendiri,3
Hadi Rachman,54,sudah menikah,84957,laki-laki,1,1,S1,management,tidak memiliki rumah sendiri,0
Zainab Haryanto,67,belum menikah,69595,laki-laki,5,1,S1,sales,tidak memiliki rumah sendiri,2
Usman Wahyuni,27,sudah menikah,65639,laki-laki,4,0,S3,unskilled manual work,tidak memiliki rumah sendiri,3
Putri Purnomo,55,belum menikah,135554,laki-laki,1,5,S3,professional,tidak memiliki rumah sendiri,1
Cahyadi Pratama,24,belum menikah,98000,laki-laki,2,4,S2,clerical work,tidak memiliki rumah sendiri,2
Lina Wibowo,19,belum menikah,124500,perempuan,4,0,S2,sales,tidak memiliki rumah sendiri,2
Usman Wibowo,44,sudah menikah,78861,laki-laki,2,0,SMA,clerical work,tidak memiliki rumah sendiri,3
Cahyadi Santoso,66,sudah menikah,30729,perempuan,2,0,SMA,clerical work,memiliki rumah sendiri,0
Siti Hidayat,34,belum menikah,108386,laki-laki,2,0,S2,professional,tidak memiliki rumah sendiri,3
Fitri Anggraini,48,belum menikah,69872,perempuan,0,0,Post-graduate,management,memiliki rumah sendiri,2
Hadi Susanto,39,belum menikah,114913,perempuan,1,1,SMA,unskilled manual work,tidak memiliki rumah sendiri,2
Cahyadi Mahendra,31,sudah menikah,90940,laki-laki,2,0,S3,clerical work,tidak memiliki rumah sendiri,3
Dewi Setiawan,41,sudah menikah,84964,perempuan,1,2,S3,management,tidak memiliki rumah sendiri,0
Hadi Susanto,19,sudah menikah,36565,laki-laki,2,0,S1,unskilled manual work,tidak memiliki rumah sendiri,3
Usman Pratama,51,sudah menikah,56969,laki-laki,5,1,S1,sales,memiliki rumah sendiri,0
Indra Utomo,25,sudah menikah,129297,perempuan,0,2,S1,management,tidak memiliki rumah sendiri,2
Budi Wijaya,54,sudah menikah,62368,perempuan,3,3,SMA,clerical work,tidak memiliki rumah sendiri,2
Cahyadi Wahyuni,41,sudah menikah,113015,laki-laki,5,1,S2,sales,memiliki rumah sendiri,2
Gita Sari,19,belum menikah,146963,perempuan,1,0,SMA,management,tidak memiliki rumah sendiri,3
Lina Mahendra,28,sudah menikah,69476,laki-laki,2,3,SMA,unskilled manual work,tidak memiliki rumah sendiri,0
Vina Putra,68,sudah menikah,58861,laki-laki,0,4,S3,unskilled manual work,tidak memiliki rumah sendiri,3
Joko Utomo,31,sudah menikah,79088,laki-laki,5,5,Post-graduate,professional,memiliki rumah sendiri,3
Kartini Putra,40,sudah menikah,57404,perempuan,0,0,SMA,clerical work,memiliki rumah sendiri,1
Eko Putra,21,belum menikah,116297,laki-laki,0,1,S3,professional,memiliki rumah sendiri,0
Taufik Sari,29,sudah menikah,76589,perempuan,5,0,S3,professional,memiliki rumah sendiri,3
Zainab Setiawan,37,sudah menikah,130499,perempuan,5,2,S2,sales,memiliki rumah sendiri,1
Eko Mahendra,55,belum menikah,29069,perempuan,3,1,S1,management,tidak memiliki rumah sendiri,2
Putri Putra,48,belum menikah,78470,laki-laki,4,2,S2,unskilled manual work,memiliki rumah sendiri,3
Indra Saputra,50,belum menikah,97159,perempuan,4,2,SMA,unskilled manual work,memiliki rumah sendiri,0
Zainab Hidayat,61,sudah menikah,126404,laki-laki,2,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,1
Indra Muliawan,64,sudah menikah,52240,laki-laki,5,0,S3,sales,tidak memiliki rumah sendiri,1
Wati Santoso,60,belum menikah,114998,laki-laki,5,1,S3,sales,memiliki rumah sendiri,1
Rizki Anggraini,50,sudah menikah,34339,laki-laki,5,0,S2,professional,memiliki rumah sendiri,3
Yusuf Sari,37,belum menikah,37722,laki-laki,5,0,S3,skilled manual work,tidak memiliki rumah sendiri,1
Joko Fauzan,56,sudah menikah,54186,perempuan,1,3,S2,sales,tidak memiliki rumah sendiri,3
Budi Hakim,42,belum menikah,125262,perempuan,3,0,S1,skilled manual work,memiliki rumah sendiri,0
Wati Hakim,33,sudah menikah,36037,laki-laki,3,1,S2,sales,memiliki rumah sendiri,1
Hadi Putra,54,sudah menikah,87517,perempuan,5,0,S2,unskilled manual work,tidak memiliki rumah sendiri,0
Indra Utomo,23,belum menikah,111476,perempuan,5,2,SMA,management,tidak memiliki rumah sendiri,3
Putri Sari,59,belum menikah,97271,laki-laki,3,0,SMA,management,memiliki rumah sendiri,3
Maya Mahendra,64,belum menikah,103342,perempuan,3,0,S1,management,memiliki rumah sendiri,3
Nina Mahendra,48,belum menikah,73318,perempuan,4,3,Post-graduate,clerical work,tidak memiliki rumah sendiri,3
Joko Utomo,20,belum menikah,122540,laki-laki,4,3,SMA,management,memiliki rumah sendiri,1
Wati Setiawan,65,sudah menikah,71120,laki-laki,5,1,SMA,management,tidak memiliki rumah sendiri,2
Agus Mahendra,35,sudah menikah,92368,laki-laki,5,1,SMA,unskilled manual work,tidak memiliki rumah sendiri,1
Gita Hakim,67,belum menikah,134464,perempuan,2,1,S3,skilled manual work,memiliki rumah sendiri,3
Nina Susanto,57,belum menikah,81195,laki-laki,2,1,S1,skilled manual work,tidak memiliki rumah sendiri,1
Siti Wijaya,38,belum menikah,149755,laki-laki,0,3,Post-graduate,management,tidak memiliki rumah sendiri,0
Cahyadi Purnomo,68,sudah menikah,119444,laki-laki,2,0,S3,clerical work,memiliki rumah sendiri,1
Zainab Hidayat,68,belum menikah,33049,laki-laki,5,0,SMA,management,memiliki rumah sendiri,1
Budi Fauzan,56,sudah menikah,49970,laki-laki,0,0,SMA,unskilled manual work,memiliki rumah sendiri,1
Zainab Setiawan,18,belum menikah,130859,perempuan,3,2,Post-graduate,sales,tidak memiliki rumah sendiri,3
Lina Hakim,39,sudah menikah,54778,perempuan,2,3,S2,clerical work,tidak memiliki rumah sendiri,0
Yusuf Mahendra,44,belum menikah,72837,laki-laki,2,0,S2,management,tidak memiliki rumah sendiri,3
Agus Haryanto,46,belum menikah,129826,laki-laki,2,0,S3,skilled manual work,tidak memiliki rumah sendiri,2
Wati Hidayat,56,sudah menikah,90708,laki-laki,3,0,SMA,management,tidak memiliki rumah sendiri,0
Taufik Mahendra,31,sudah menikah,28349,laki-laki,5,1,S2,clerical work,tidak memiliki rumah sendiri,0
Zainab Rachman,58,belum menikah,110623,laki-laki,5,1,S2,management,tidak memiliki rumah sendiri,1
Hadi Pratama,22,sudah menikah,75180,perempuan,2,1,SMA,sales,tidak memiliki rumah sendiri,0
Usman Utomo,19,sudah menikah,58353,laki-laki,1,1,SMA,professional,tidak memiliki rumah sendiri,3
Gita Anggraini,27,sudah menikah,145311,perempuan,4,4,S3,skilled manual work,tidak memiliki rumah sendiri,2
Dewi Sari,35,belum menikah,46912,perempuan,2,1,S3,skilled manual work,memiliki rumah sendiri,0
Gita Purnomo,27,sudah menikah,107290,perempuan,5,0,S2,professional,memiliki rumah sendiri,2
Hadi Wahyuni,62,sudah menikah,46775,laki-laki,2,0,S2,professional,memiliki rumah sendiri,3
Fitri Santoso,52,belum menikah,55503,laki-laki,2,3,SMA,skilled manual work,memiliki rumah sendiri,1
Rizki Putra,65,belum menikah,96179,laki-laki,5,2,S1,unskilled manual work,memiliki rumah sendiri,3
Gita Purnomo,51,belum menikah,75663,laki-laki,4,1,Post-graduate,sales,memiliki rumah sendiri,1
Gita Utomo,57,belum menikah,77087,laki-laki,5,0,SMA,clerical work,tidak memiliki rumah sendiri,3
Wati Putra,57,sudah menikah,110655,laki-laki,2,0,S3,professional,tidak memiliki rumah sendiri,2
Budi Utomo,67,sudah menikah,106981,laki-laki,5,0,S1,clerical work,tidak memiliki rumah sendiri,2
Zainab Sari,42,belum menikah,20301,laki-laki,2,0,S3,sales,tidak memiliki rumah sendiri,1
Agus Hakim,26,sudah menikah,117469,laki-laki,2,1,S1,skilled manual work,tidak memiliki rumah sendiri,2
Taufik Haryanto,28,belum menikah,30612,laki-laki,2,4,S3,unskilled manual work,tidak memiliki rumah sendiri,3
Yusuf Santoso,22,sudah menikah,65383,perempuan,5,4,Post-graduate,clerical work,tidak memiliki rumah sendiri,3
Usman Hakim,35,belum menikah,27595,perempuan,4,0,S2,sales,memiliki rumah sendiri,1
Wati Utomo,46,belum menikah,59259,laki-laki,2,1,SMA,professional,tidak memiliki rumah sendiri,2
Nina Setiawan,62,belum menikah,49512,laki-laki,2,0,Post-graduate,sales,memiliki rumah sendiri,3
Kartini Wibowo,69,belum menikah,24024,perempuan,3,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,0
Rizki Wahyuni,53,sudah menikah,97255,laki-laki,2,5,Post-graduate,unskilled manual work,memiliki rumah sendiri,2
Taufik Rachman,66,sudah menikah,126906,perempuan,1,5,S3,clerical work,tidak memiliki rumah sendiri,2
Eko Pratama,44,belum menikah,93191,perempuan,3,2,Post-graduate,management,tidak memiliki rumah sendiri,0
Gita Hidayat,64,sudah menikah,140769,perempuan,1,0,S1,sales,tidak memiliki rumah sendiri,1
Putri Saputra,41,sudah menikah,72408,laki-laki,3,1,S2,management,tidak memiliki rumah sendiri,1
Joko Sari,66,sudah menikah,114105,perempuan,5,3,SMA,sales,tidak memiliki rumah sendiri,2
Lina Mahendra,60,belum menikah,21161,perempuan,2,1,S1,management,memiliki rumah sendiri,0
Indra Wibowo,18,sudah menikah,73407,perempuan,0,2,S1,management,tidak memiliki rumah sendiri,1
Hadi Wibowo,33,belum menikah,134407,laki-laki,0,0,SMA,management,memiliki rumah sendiri,2
Rizki Pratama,54,sudah menikah,78228,laki-laki,2,1,S3,unskilled manual work,memiliki rumah sendiri,2
Cahyadi Susanto,35,sudah menikah,80977,perempuan,0,2,S3,clerical work,memiliki rumah sendiri,2
Wati Wibowo,58,sudah menikah,113797,laki-laki,3,1,S2,sales,memiliki rumah sendiri,3
Siti Fauzan,29,sudah menikah,45207,perempuan,3,0,S1,sales,memiliki rumah sendiri,1
Wati Hidayat,34,belum menikah,74228,laki-laki,3,3,S1,clerical work,memiliki rumah sendiri,2
Kartini Haryanto,65,sudah menikah,123129,laki-laki,5,1,SMA,skilled manual work,memiliki rumah sendiri,3
Gita Saputra,56,belum menikah,49457,perempuan,5,0,SMA,skilled manual work,memiliki rumah sendiri,0
Vina Utomo,52,belum menikah,116409,perempuan,5,1,S2,professional,tidak memiliki rumah sendiri,0
Usman Wibowo,24,sudah menikah,144885,laki-laki,2,4,S1,sales,memiliki rumah sendiri,2
Siti Santoso,23,sudah menikah,82442,laki-laki,5,0,S1,unskilled manual work,tidak memiliki rumah sendiri,0
Gita Saputra,54,sudah menikah,65153,perempuan,5,1,S1,professional,memiliki rumah sendiri,3
Indra Wahyuni,40,sudah menikah,143965,perempuan,5,2,S2,professional,memiliki rumah sendiri,1
Vina Putra,38,belum menikah,118747,perempuan,1,0,SMA,sales,memiliki rumah sendiri,2
Vina Muliawan,38,sudah menikah,38803,perempuan,2,0,S3,professional,tidak memiliki rumah sendiri,2
Cahyadi Fauzan,37,sudah menikah,64618,perempuan,3,0,S3,unskilled manual work,tidak memiliki rumah sendiri,0
Agus Susanto,34,belum menikah,124862,laki-laki,5,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,2
Gita Santoso,30,belum menikah,28203,laki-laki,5,1,Post-graduate,management,memiliki rumah sendiri,1
Dewi Fauzan,52,sudah menikah,55010,perempuan,4,4,SMA,clerical work,tidak memiliki rumah sendiri,3
Cahyadi Pratama,39,belum menikah,31591,laki-laki,0,1,SMA,management,memiliki rumah sendiri,1
Fitri Rachman,34,sudah menikah,137668,perempuan,0,1,SMA,sales,memiliki rumah sendiri,3
Budi Wibowo,28,belum menikah,66751,laki-laki,0,0,SMA,management,tidak memiliki rumah sendiri,3
Vina Mahendra,68,belum menikah,100106,laki-laki,5,0,S2,unskilled manual work,tidak memiliki rumah sendiri,3
Putri Muliawan,28,belum menikah,91363,laki-laki,2,1,S3,sales,memiliki rumah sendiri,0
Gita Purnomo,68,sudah menikah,21058,laki-laki,0,1,S2,sales,memiliki rumah sendiri,1
Maya Santoso,37,belum menikah,122592,perempuan,5,2,S3,sales,memiliki rumah sendiri,3
Yusuf Rachman,37,sudah menikah,21295,perempuan,2,0,S1,sales,memiliki rumah sendiri,0
Budi Santoso,34,belum menikah,110417,laki-laki,2,1,S1,professional,tidak memiliki rumah sendiri,1
Kartini Hakim,66,belum menikah,85394,laki-laki,2,5,SMA,clerical work,memiliki rumah sendiri,2
Taufik Mahendra,27,belum menikah,79992,laki-laki,3,4,S1,sales,tidak memiliki rumah sendiri,1
Yusuf Setiawan,45,sudah menikah,88400,laki-laki,3,2,S1,management,tidak memiliki rumah sendiri,3
Siti Susanto,51,sudah menikah,48404,perempuan,0,1,Post-graduate,management,memiliki rumah sendiri,2
Gita Fauzan,27,sudah menikah,34808,laki-laki,5,0,Post-graduate,skilled manual work,memiliki rumah sendiri,2
Cahyadi Wibowo,47,sudah menikah,59840,laki-laki,0,2,S2,unskilled manual work,tidak memiliki rumah sendiri,2
Zainab Pratama,63,sudah menikah,101082,laki-laki,3,1,SMA,skilled manual work,memiliki rumah sendiri,0
Fitri Pratama,54,belum menikah,101289,laki-laki,1,1,S3,skilled manual work,tidak memiliki rumah sendiri,2
Wati Susanto,46,sudah menikah,113023,laki-laki,4,1,S1,clerical work,memiliki rumah sendiri,1
Eko Putra,58,sudah menikah,120384,perempuan,5,2,S1,unskilled manual work,memiliki rumah sendiri,0
Hadi Hidayat,48,belum menikah,125427,perempuan,5,3,S3,management,memiliki rumah sendiri,0
Eko Haryanto,22,belum menikah,120935,laki-laki,1,1,S3,clerical work,memiliki rumah sendiri,1
Agus Muliawan,48,belum menikah,110484,perempuan,0,0,SMA,clerical work,memiliki rumah sendiri,1
Nina Fauzan,18,belum menikah,100291,laki-laki,2,0,S1,unskilled manual work,memiliki rumah sendiri,1
Usman Saputra,59,belum menikah,128964,perempuan,2,2,SMA,management,tidak memiliki rumah sendiri,0
Maya Putra,68,belum menikah,60044,laki-laki,3,1,S2,management,memiliki rumah sendiri,0
Usman Saputra,61,sudah menikah,99399,laki-laki,3,0,S3,clerical work,memiliki rumah sendiri,0
Gita Setiawan,25,belum menikah,80801,laki-laki,5,4,S3,skilled manual work,memiliki rumah sendiri,2
Usman Putra,43,sudah menikah,59491,perempuan,5,0,SMA,skilled manual work,memiliki rumah sendiri,2
Agus Pratama,18,sudah menikah,37652,perempuan,1,5,S2,management,tidak memiliki rumah sendiri,2
Dewi Anggraini,38,sudah menikah,41748,perempuan,1,0,S3,management,tidak memiliki rumah sendiri,0
Rizki Putra,36,belum menikah,59656,laki-laki,4,1,S2,skilled manual work,memiliki rumah sendiri,3
Budi Haryanto,63,sudah menikah,53875,laki-laki,4,2,S1,management,memiliki rumah sendiri,3
Eko Muliawan,69,sudah menikah,129851,laki-laki,3,0,SMA,sales,memiliki rumah sendiri,1
Eko Wahyuni,62,sudah menikah,31374,perempuan,1,2,S3,skilled manual work,tidak memiliki rumah sendiri,3
Usman Susanto,47,sudah menikah,24388,laki-laki,2,4,S3,unskilled manual work,memiliki rumah sendiri,0
Wati Wahyuni,35,sudah menikah,110819,laki-laki,2,2,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,0
Dewi Muliawan,33,belum menikah,77886,perempuan,3,3,S2,sales,memiliki rumah sendiri,0
Kartini Putra,34,belum menikah,123709,perempuan,0,2,Post-graduate,sales,memiliki rumah sendiri,2
Hadi Setiawan,46,sudah menikah,72390,perempuan,5,0,Post-graduate,sales,memiliki rumah sendiri,1
Eko Rachman,65,belum menikah,80656,perempuan,5,3,S3,sales,memiliki rumah sendiri,0
Taufik Haryanto,23,belum menikah,100918,laki-laki,2,0,SMA,sales,tidak memiliki rumah sendiri,3
Nina Purnomo,36,sudah menikah,119318,perempuan,4,1,Post-graduate,professional,memiliki rumah sendiri,2
Agus Fauzan,22,sudah menikah,100468,perempuan,0,0,SMA,professional,memiliki rumah sendiri,1
Yusuf Purnomo,49,belum menikah,124105,laki-laki,1,0,Post-graduate,sales,memiliki rumah sendiri,0
Vina Saputra,50,belum menikah,142280,laki-laki,0,0,S2,management,memiliki rumah sendiri,2
Usman Haryanto,38,belum menikah,81559,laki-laki,0,3,SMA,professional,memiliki rumah sendiri,1
Lina Susanto,50,belum menikah,137632,perempuan,4,2,Post-graduate,skilled manual work,memiliki rumah sendiri,3
Rizki Setiawan,47,belum menikah,51892,laki-laki,1,1,S1,management,memiliki rumah sendiri,2
Yusuf Rachman,61,sudah menikah,86311,perempuan,4,0,Post-graduate,sales,memiliki rumah sendiri,0
Nina Setiawan,22,belum menikah,133595,perempuan,2,0,S1,skilled manual work,memiliki rumah sendiri,2
Rizki Saputra,32,sudah menikah,114012,laki-laki,2,2,SMA,unskilled manual work,memiliki rumah sendiri,2
Zainab Muliawan,56,sudah menikah,34819,perempuan,0,0,SMA,sales,memiliki rumah sendiri,1
Fitri Hakim,46,sudah menikah,82175,perempuan,2,4,SMA,unskilled manual work,tidak memiliki rumah sendiri,3
Eko Haryanto,40,sudah menikah,55913,laki-laki,2,3,S2,sales,memiliki rumah sendiri,1
Yusuf Wijaya,41,sudah menikah,31492,laki-laki,2,0,S2,unskilled manual work,tidak memiliki rumah sendiri,1
Maya Pratama,59,belum menikah,92648,laki-laki,5,0,SMA,management,tidak memiliki rumah sendiri,0
Siti Purnomo,68,belum menikah,24101,perempuan,3,1,S3,professional,memiliki rumah sendiri,0
Gita Hakim,30,sudah menikah,25192,perempuan,4,3,SMA,unskilled manual work,tidak memiliki rumah sendiri,0
Maya Mahendra,37,sudah menikah,31922,laki-laki,2,2,S2,sales,tidak memiliki rumah sendiri,1
Lina Wijaya,24,sudah menikah,84846,laki-laki,4,2,S2,skilled manual work,tidak memiliki rumah sendiri,2
Joko Haryanto,32,belum menikah,121355,perempuan,2,0,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,1
Fitri Rachman,35,sudah menikah,112777,perempuan,0,1,Post-graduate,clerical work,tidak memiliki rumah sendiri,0
Cahyadi Setiawan,23,belum menikah,38304,perempuan,1,0,S3,sales,tidak memiliki rumah sendiri,1
Kartini Wibowo,47,sudah menikah,21581,laki-laki,5,0,Post-graduate,sales,memiliki rumah sendiri,3
Cahyadi Santoso,19,sudah menikah,101342,laki-laki,1,1,S1,management,tidak memiliki rumah sendiri,0
Cahyadi Hidayat,44,sudah menikah,64636,laki-laki,5,0,S2,skilled manual work,memiliki rumah sendiri,2
Dewi Hakim,69,belum menikah,132578,laki-laki,0,2,Post-graduate,sales,tidak memiliki rumah sendiri,3
Wati Wijaya,61,belum menikah,98157,laki-laki,0,1,Post-graduate,unskilled manual work,memiliki rumah sendiri,3
Cahyadi Rachman,64,sudah menikah,25652,perempuan,1,0,S2,professional,memiliki rumah sendiri,3
Putri Mahendra,24,sudah menikah,79080,laki-laki,4,1,SMA,unskilled manual work,memiliki rumah sendiri,1
Rizki Susanto,64,belum menikah,23456,laki-laki,1,1,S2,unskilled manual work,memiliki rumah sendiri,2
Hadi Purnomo,30,belum menikah,29869,perempuan,5,1,S2,unskilled manual work,memiliki rumah sendiri,2
Usman Susanto,45,sudah menikah,125500,perempuan,0,2,SMA,skilled manual work,tidak memiliki rumah sendiri,3
Nina Saputra,41,belum menikah,65379,laki-laki,0,1,S1,sales,memiliki rumah sendiri,3
Nina Saputra,35,sudah menikah,63666,laki-laki,2,1,SMA,skilled manual work,memiliki rumah sendiri,1
Cahyadi Anggraini,34,sudah menikah,50254,laki-laki,4,0,S1,clerical work,memiliki rumah sendiri,1
Indra Sari,33,sudah menikah,114055,perempuan,1,0,Post-graduate,professional,memiliki rumah sendiri,3
Hadi Susanto,51,belum menikah,143196,laki-laki,2,1,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,2
